IndicatorName,IndicatorCode,Location,LocationCode,Year,Disaggregation,NumericValue,DisplayValue,Comments,LocationShort,Vaccine
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Thailand,THA,2023,,92.0,92,,Thailand,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Timor-Leste,TLS,2023,,83.0,83,,Timor-Leste,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Togo,TGO,2023,,85.0,85,,Togo,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Tonga,TON,2023,,99.0,99,,Tonga,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Trinidad and Tobago,TTO,2023,,96.0,96,,Trinidad and Tobago,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Tunisia,TUN,2023,,97.0,97,,Tunisia,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Türkiye,TUR,2023,,99.0,99,,Türkiye,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Turkmenistan,TKM,2023,,98.0,98,,Turkmenistan,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Tuvalu,TUV,2023,,94.0,94,,Tuvalu,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Uganda,UGA,2023,,91.0,91,,Uganda,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Ukraine,UKR,2023,,83.0,83,,Ukraine,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,United Arab Emirates,ARE,2023,,96.0,96,,UAE,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,United Kingdom,GBR,2023,,92.0,92,,United Kingdom,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,United Republic of Tanzania,TZA,2023,,93.0,93,,Tanzania,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,United States of America,USA,2023,,94.0,94,,USA,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Uruguay,URY,2023,,95.0,95,,Uruguay,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Uzbekistan,UZB,2023,,99.0,99,,Uzbekistan,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Vanuatu,VUT,2023,,72.0,72,,Vanuatu,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Venezuela,VEN,2023,,54.0,54,,Venezuela,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Viet Nam,VNM,2023,,65.0,65,,Viet Nam,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Western Pacific Region,WPR,2023,,92.0,92,,W. Pacific Reg.,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Yemen,YEM,2023,,46.0,46,,Yemen,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Zambia,ZMB,2023,,80.0,80,,Zambia,DTP3
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),WHS4_100,Zimbabwe,ZWE,2023,,90.0,90,,Zimbabwe,DTP3
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,African Region,AFR,2023,,32.0,32,,African Region,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Albania,ALB,2023,,74.0,74,,Albania,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Andorra,AND,2023,,85.0,85,,Andorra,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Antigua and Barbuda,ATG,2023,,1.0,1,,Antigua and Barbuda,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Argentina,ARG,2023,,36.0,36,,Argentina,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Armenia,ARM,2023,,41.0,41,,Armenia,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Australia,AUS,2023,,71.0,71,,Australia,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Austria,AUT,2023,,53.0,53,,Austria,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Bahamas,BHS,2023,,9.0,9,,Bahamas,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Bangladesh,BGD,2023,,21.0,21,,Bangladesh,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Barbados,BRB,2023,,50.0,50,,Barbados,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Belgium,BEL,2023,,72.0,72,,Belgium,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Belize,BLZ,2023,,41.0,41,,Belize,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Bhutan,BTN,2023,,87.0,87,,Bhutan,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Bolivia (Plurinational State of),BOL,2023,,67.0,67,,Bolivia,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Bosnia and Herzegovina,BIH,2023,,5.0,5,,Bosnia and Herzegovina,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Botswana,BWA,2023,,32.0,32,,Botswana,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Brazil,BRA,2023,,73.0,73,,Brazil,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Brunei Darussalam,BRN,2023,,83.0,83,,Brunei,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Bulgaria,BGR,2023,,6.0,6,,Bulgaria,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Burkina Faso,BFA,2023,,97.0,97,,Burkina Faso,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Cabo Verde,CPV,2023,,93.0,93,,Cabo Verde,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Cambodia,KHM,2023,,91.0,91,,Cambodia,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Cameroon,CMR,2023,,66.0,66,,Cameroon,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Canada,CAN,2023,,86.0,86,,Canada,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Chile,CHL,2023,,83.0,83,,Chile,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Colombia,COL,2023,,52.0,52,,Colombia,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Cook Islands,COK,2023,,50.0,50,,Cook Islands,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Costa Rica,CRI,2023,,66.0,66,,Costa Rica,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Côte d'Ivoire,CIV,2023,,73.0,73,,Côte d'Ivoire,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Croatia,HRV,2023,,55.0,55,,Croatia,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Cyprus,CYP,2023,,92.0,92,,Cyprus,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Czechia,CZE,2023,,72.0,72,,Czechia,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Denmark,DNK,2023,,80.0,80,,Denmark,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Dominica,DMA,2023,,65.0,65,,Dominica,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Dominican Republic,DOM,2023,,66.0,66,,Dominican Republic,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Eastern Mediterranean Region,EMR,2023,,2.0,2,,E. Mediterranean Reg.,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Ecuador,ECU,2023,,50.0,50,,Ecuador,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,El Salvador,SLV,2023,,36.0,36,,El Salvador,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Eritrea,ERI,2023,,78.0,78,,Eritrea,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Estonia,EST,2023,,52.0,52,,Estonia,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Eswatini,SWZ,2023,,59.0,59,,Eswatini,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Ethiopia,ETH,2023,,29.0,29,,Ethiopia,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,European Region,EUR,2023,,35.0,35,,European Region,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Fiji,FJI,2023,,68.0,68,,Fiji,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Finland,FIN,2023,,70.0,70,,Finland,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,France,FRA,2023,,45.0,45,,France,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Georgia,GEO,2023,,40.0,40,,Georgia,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Germany,DEU,2023,,54.0,54,,Germany,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Global,GLOBAL,2023,,20.0,20,,Global,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Grenada,GRD,2023,,1.0,1,,Grenada,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Guatemala,GTM,2023,,48.0,48,,Guatemala,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Guyana,GUY,2023,,40.0,40,,Guyana,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Honduras,HND,2023,,61.0,61,,Honduras,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Hungary,HUN,2023,,75.0,75,,Hungary,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Iceland,ISL,2023,,84.0,84,,Iceland,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Indonesia,IDN,2023,,29.0,29,,Indonesia,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Ireland,IRL,2023,,84.0,84,,Ireland,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Israel,ISR,2023,,60.0,60,,Israel,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Italy,ITA,2023,,46.0,46,,Italy,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Jamaica,JAM,2023,,8.0,8,,Jamaica,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Japan,JPN,2023,,35.0,35,,Japan,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Kenya,KEN,2023,,33.0,33,,Kenya,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Kiribati,KIR,2023,,54.0,54,,Kiribati,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Kyrgyzstan,KGZ,2023,,46.0,46,,Kyrgyzstan,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Lao People's Democratic Republic,LAO,2023,,44.0,44,,Laos,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Latvia,LVA,2023,,71.0,71,,Latvia,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Lesotho,LSO,2023,,64.0,64,,Lesotho,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Liberia,LBR,2023,,40.0,40,,Liberia,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Libya,LBY,2023,,54.0,54,,Libya,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Lithuania,LTU,2023,,43.0,43,,Lithuania,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Luxembourg,LUX,2023,,14.0,14,,Luxembourg,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Malawi,MWI,2023,,27.0,27,,Malawi,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Malaysia,MYS,2023,,0.0,0,,Malaysia,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Maldives,MDV,2023,,61.0,61,,Maldives,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Malta,MLT,2023,,73.0,73,,Malta,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Marshall Islands,MHL,2023,,27.0,27,,Marshall Islands,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Mauritania,MRT,2023,,14.0,14,,Mauritania,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Mauritius,MUS,2023,,26.0,26,,Mauritius,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Mexico,MEX,2023,,62.0,62,,Mexico,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Micronesia (Federated States of),FSM,2023,,48.0,48,,Micronesia,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Montenegro,MNE,2023,,19.0,19,,Montenegro,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Mozambique,MOZ,2023,,57.0,57,,Mozambique,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Myanmar,MMR,2023,,77.0,77,,Myanmar,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Netherlands (Kingdom of the),NLD,2023,,60.0,60,,Netherlands,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,New Zealand,NZL,2023,,66.0,66,,New Zealand,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Nigeria,NGA,2023,,27.0,27,,Nigeria,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Niue,NIU,2023,,100.0,100,,Niue,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,North Macedonia,MKD,2023,,40.0,40,,North Macedonia,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Norway,NOR,2023,,94.0,94,,Norway,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Palau,PLW,2023,,25.0,25,,Palau,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Panama,PAN,2023,,66.0,66,,Panama,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Paraguay,PRY,2023,,22.0,22,,Paraguay,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Peru,PER,2023,,74.0,74,,Peru,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Philippines,PHL,2023,,10.0,10,,Philippines,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Portugal,PRT,2023,,90.0,90,,Portugal,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Region of the Americas,AMR,2023,,55.0,55,,Americas Reg.,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Republic of Korea,KOR,2023,,65.0,65,,South Korea,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Republic of Moldova,MDA,2023,,44.0,44,,Moldova,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Romania,ROU,2023,,6.0,6,,Romania,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Rwanda,RWA,2023,,0.0,0,,Rwanda,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Saint Kitts and Nevis,KNA,2023,,64.0,64,,St. Kitts & Nevis,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Saint Lucia,LCA,2023,,81.0,81,,Saint Lucia,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Samoa,WSM,2023,,87.0,87,,Samoa,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,San Marino,SMR,2023,,52.0,52,,San Marino,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Sao Tome and Principe,STP,2023,,80.0,80,,São Tomé & Príncipe,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Saudi Arabia,SAU,2023,,39.0,39,,Saudi Arabia,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Senegal,SEN,2023,,25.0,25,,Senegal,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Serbia,SRB,2023,,2.0,2,,Serbia,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Seychelles,SYC,2023,,54.0,54,,Seychelles,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Sierra Leone,SLE,2023,,39.0,39,,Sierra Leone,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Singapore,SGP,2023,,69.0,69,,Singapore,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Slovakia,SVK,2023,,10.0,10,,Slovakia,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Slovenia,SVN,2023,,45.0,45,,Slovenia,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Solomon Islands,SLB,2023,,69.0,69,,Solomon Islands,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,South Africa,ZAF,2023,,72.0,72,,South Africa,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,South-East Asia Region,SEAR,2023,,8.0,8,,SE Asia Reg.,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Spain,ESP,2023,,75.0,75,,Spain,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Sri Lanka,LKA,2023,,25.0,25,,Sri Lanka,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Suriname,SUR,2023,,0.0,0,,Suriname,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Sweden,SWE,2023,,88.0,88,,Sweden,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Switzerland,CHE,2023,,70.0,70,,Switzerland,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Thailand,THA,2023,,8.0,8,,Thailand,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Togo,TGO,2023,,46.0,46,,Togo,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Tonga,TON,2023,,30.0,30,,Tonga,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Trinidad and Tobago,TTO,2023,,8.0,8,,Trinidad and Tobago,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Turkmenistan,TKM,2023,,99.0,99,,Turkmenistan,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Tuvalu,TUV,2023,,84.0,84,,Tuvalu,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Uganda,UGA,2023,,98.0,98,,Uganda,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,United Arab Emirates,ARE,2023,,39.0,39,,UAE,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,United Kingdom,GBR,2023,,68.0,68,,United Kingdom,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,United Republic of Tanzania,TZA,2023,,91.0,91,,Tanzania,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,United States of America,USA,2023,,52.0,52,,USA,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Uruguay,URY,2023,,41.0,41,,Uruguay,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Uzbekistan,UZB,2023,,96.0,96,,Uzbekistan,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Vanuatu,VUT,2023,,41.0,41,,Vanuatu,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Western Pacific Region,WPR,2023,,7.0,7,,W. Pacific Reg.,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Zambia,ZMB,2023,,56.0,56,,Zambia,HPV
Human papillomavirus (HPV) immunization coverage estimates among primary target cohort (9-14 years old girls) (%,SDGHPVRECEIVED,Zimbabwe,ZWE,2023,,24.0,24,,Zimbabwe,HPV
